#n        #time_in_micro        

1000        358
1438        546
2069        830
2976        1260
4281        1915
6158        2949
8859        4555
12743        6867
18330        10204
26367        15248
37927        22807
54556        34113
78476        51584
112884        86624
162378        141963
233572        230166
335982        379038
483293        595068
695193        918335
1000000        1.44329e+06
