#n        #time_in_micro        

1000        67
1624        111
2637        183
4281        299
6952        489
11288        798
18330        1301
29764        2117
48329        3503
78476        6488
127427        13330
206914        23905
335982        40828
545559        70772
885867        113654
1438450        186658
2335721        318336
3792690        504198
6158482        828147
10000000        1.35684e+06
