#n        #time_in_micro        

1000        148
1624        267
2637        477
4281        836
6952        1573
11288        2956
18330        5406
29764        9335
48329        15444
78476        28460
127427        58329
206914        123300
335982        249728
545559        461048
885867        880796
1438450        1.85562e+06
2335721        3.32301e+06
3792690        6.23713e+06
6158482        1.15636e+07
10000000        2.11314e+07
