#n        #time_in_micro        

1000        175
1624        289
2637        475
4281        806
6952        1357
11288        2275
18330        3774
29764        6241
48329        11376
78476        24603
127427        47029
206914        84410
335982        146019
545559        252208
885867        434814
1438450        768339
2335721        1.31843e+06
3792690        2.31792e+06
6158482        4.10376e+06
10000000        6.9179e+06
