#n        #time_in_micro        

1000        312
1624        493
2637        818
4281        1274
6952        2001
11288        3119
18330        4376
29764        6036
48329        9873
78476        21036
127427        46483
206914        88407
335982        163701
545559        295896
885867        506841
1438450        892670
2335721        1.67338e+06
3792690        2.98293e+06
6158482        5.37568e+06
10000000        9.73466e+06
