#n        #time_in_micro        

1000        273
1624        468
2637        817
4281        1444
6952        2565
11288        4573
18330        7880
29764        13533
48329        23389
78476        43928
127427        90144
206914        181039
335982        348521
545559        665574
885867        1.25041e+06
1438450        2.53123e+06
2335721        4.80142e+06
3792690        8.50439e+06
6158482        1.57706e+07
10000000        3.05861e+07
